,x
1599,0.006981231
1600,0.006007731
1601,0.00517434
1602,0.004459758
1603,0.003846259
1604,0.003319222
1605,0.002866909
1606,0.002480558
1607,0.002154936
1608,0.001889607
1609,0.00169136
1610,0.001578356
1611,0.001586568
1612,0.001778393
1613,0.002251199
1614,0.003139178
1615,0.004596795
1616,0.006753844
1617,0.009651113
1618,0.013195519
1619,0.017175853
1620,0.021332881
1621,0.025430569
1622,0.029285386
1623,0.03275384
1624,0.035702135
1625,0.037978589
1626,0.039399503
1627,0.039754688
1628,0.038839359
1629,0.036518046
1630,0.032814342
1631,0.027991749
1632,0.022560654
1633,0.017161605
1634,0.012362948
1635,0.008496312
1636,0.005624691
1637,0.003624316
1638,0.002295906
1639,0.00144407
1640,0.000912993
1641,0.000592789
1642,0.00041323
1643,0.000335289
1644,0.000345341
1645,0.000454062
1646,0.00070149
1647,0.001170617
1648,0.002013966
1649,0.00350106
1650,0.0060998
1651,0.010611596
1652,0.018386047
1653,0.031636356
1654,0.053832814
1655,0.090005267
1656,0.146456878
1657,0.085461328
1658,0.058916034
1659,0.04410616
1660,0.03499598
1661,0.028763991
1662,0.024112733
1663,0.020431281
1664,0.01741405
1665,0.014892938
1666,0.012764134
1667,0.010956037
1668,0.009414908
1669,0.008098157
1670,0.006970983
1671,0.006004518
1672,0.005174707
1673,0.004461615
1674,0.003849071
1675,0.003324686
1676,0.002880393
1677,0.002513812
1678,0.002230905
1679,0.002050591
1680,0.002011981
1681,0.00218428
1682,0.002677231
1683,0.003645399
1684,0.005273709
1685,0.007731501
1686,0.011099732
1687,0.015308686
1688,0.020135992
1689,0.025273196
1690,0.03041119
1691,0.035289122
1692,0.039694155
1693,0.043434015
1694,0.046308409
1695,0.048095452
1696,0.048561352
1697,0.047498028
1698,0.04478883
1699,0.040490992
1700,0.034902884
1701,0.028565599
1702,0.022160281
1703,0.01632407
1704,0.011478791
1705,0.007766408
1706,0.005103121
1707,0.003288232
1708,0.002099394
1709,0.001346216
1710,0.000888137
1711,0.000633151
1712,0.000530819
1713,0.00056728
1714,0.0007663
1715,0.001199504
1716,0.002010108
1717,0.003457543
1718,0.005995148
1719,0.010399531
1720,0.017975697
1721,0.030857547
1722,0.052382446
1723,0.087383819
1724,0.141944591
1725,0.221768143
1726,0.123324496
1727,0.083299132
1728,0.061173001
1729,0.047907332
1730,0.039081972
1731,0.032634887
1732,0.027599554
1733,0.023502066
1734,0.020089942
1735,0.017212855
1736,0.014770336
1737,0.012688563
1738,0.01090971
1739,0.009386765
1740,0.008080772
1741,0.006959224
1742,0.005995076
1743,0.005166194
1744,0.004455267
1745,0.003850315
1746,0.003346142
1747,0.002947229
1748,0.002672845
1749,0.002565129
1750,0.00270037
1751,0.00320148
1752,0.004244954
1753,0.006048988
1754,0.00882758
1755,0.012710498
1756,0.017663281
1757,0.023463238
1758,0.029755386
1759,0.036147724
1760,0.042281768
1761,0.047850495
1762,0.05257948
1763,0.056201059
1764,0.058443621
1765,0.059046969
1766,0.057806095
1767,0.054637324
1768,0.04964987
1769,0.043193728
1770,0.035848575
1771,0.028330291
1772,0.021330446
1773,0.015353234
1774,0.010628432
1775,0.007132529
1776,0.004682491
1777,0.0030392
1778,0.001979275
1779,0.001328577
1780,0.000970013
1781,0.000840945
1782,0.000931208
1783,0.001288829
1784,0.002039266
1785,0.003425566
1786,0.005880827
1787,0.010150073
1788,0.017483571
1789,0.029919269
1790,0.050634621
1791,0.084226648
1792,0.136509574
1793,0.2130677
1794,0.315943447
1795,0.176592893
1796,0.117653724
1797,0.084858201
1798,0.065550006
1799,0.053036207
1800,0.04409812
1801,0.037219655
1802,0.031667252
1803,0.027060866
1804,0.023182216
1805,0.01989028
1806,0.017083927
1807,0.01468502
1808,0.012630409
1809,0.010867837
1810,0.009353628
1811,0.008051301
1812,0.006930771
1813,0.005968107
1814,0.005145992
1815,0.004455245
1816,0.003897967
1817,0.003493167
1818,0.003285759
1819,0.003359285
1820,0.003850548
1821,0.004959438
1822,0.006940107
1823,0.010056105
1824,0.014494647
1825,0.020269418
1826,0.027171163
1827,0.034805252
1828,0.04268987
1829,0.050347753
1830,0.057348152
1831,0.063304173
1832,0.067855842
1833,0.070666329
1834,0.071445171
1835,0.069998234
1836,0.066291759
1837,0.060508341
1838,0.053069564
1839,0.044605452
1840,0.035864394
1841,0.027577595
1842,0.02031699
1843,0.014400468
1844,0.009882021
1845,0.006619347
1846,0.004373804
1847,0.002896605
1848,0.00198077
1849,0.001482997
1850,0.001329946
1851,0.001523113
1852,0.002153376
1853,0.003435012
1854,0.005770808
1855,0.009864058
1856,0.016897238
1857,0.028792812
1858,0.048538241
1859,0.080450828
1860,0.130023527
1861,0.20268038
1862,0.300848397
1863,0.420177798
1864,0.248756471
1865,0.165259233
1866,0.117480733
1867,0.089536576
1868,0.071818346
1869,0.059443562
1870,0.050070513
1871,0.04257156
1872,0.036375422
1873,0.031164986
1874,0.026742558
1875,0.022970213
1876,0.019743095
1877,0.016977051
1878,0.014602535
1879,0.012561315
1880,0.010804547
1881,0.009291661
1882,0.007989924
1883,0.006874826
1884,0.005931662
1885,0.005158942
1886,0.004574557
1887,0.004225739
1888,0.00420331
1889,0.004658563
1890,0.005816131
1891,0.007968597
1892,0.011433619
1893,0.016464184
1894,0.023135499
1895,0.031267948
1896,0.040438614
1897,0.050073171
1898,0.059555233
1899,0.068296925
1900,0.075761612
1901,0.081464884
1902,0.084984232
1903,0.085993373
1904,0.084317983
1905,0.079993724
1906,0.073300675
1907,0.064754559
1908,0.055050877
1909,0.044972525
1910,0.035277624
1911,0.026587061
1912,0.019297989
1913,0.013552369
1914,0.009272609
1915,0.006244708
1916,0.004210131
1917,0.002936059
1918,0.002256309
1919,0.002092677
1920,0.002472592
1921,0.003558707
1922,0.005705311
1923,0.009557803
1924,0.016213337
1925,0.027456055
1926,0.046051191
1927,0.075992035
1928,0.122396519
1929,0.190480256
1930,0.283051147
1931,0.397063399
1932,0.521936179
1933,0.341049039
1934,0.229335477
1935,0.161770858
1936,0.121859083
1937,0.096912933
1938,0.079844982
1939,0.067126933
1940,0.057048607
1941,0.048756512
1942,0.041791186
1943,0.035876477
1944,0.030825567
1945,0.026499105
1946,0.022786172
1947,0.019595226
1948,0.016849424
1949,0.014484006
1950,0.012444784
1951,0.010687487
1952,0.009178056
1953,0.007894281
1954,0.006829487
1955,0.005999272
1956,0.005452483
1957,0.005287046
1958,0.005669187
1959,0.006849447
1960,0.009161036
1961,0.012979799
1962,0.018632211
1963,0.026268267
1964,0.035755902
1965,0.046659585
1966,0.05831507
1967,0.069949214
1968,0.080781361
1969,0.090081339
1970,0.097200409
1971,0.101604003
1972,0.102921928
1973,0.101009083
1974,0.095991998
1975,0.088274329
1976,0.078490265
1977,0.06741841
1978,0.055882284
1979,0.044658137
1980,0.034396214
1981,0.025556582
1982,0.018370591
1983,0.012846418
1984,0.008824122
1985,0.006060532
1986,0.004313152
1987,0.003403661
1988,0.003261697
1989,0.003963392
1990,0.005784037
1991,0.009284823
1992,0.015452685
1993,0.025906146
1994,0.043154679
1995,0.070825188
1996,0.113609422
1997,0.176460277
1998,0.262532143
1999,0.370134903
2000,0.490739323
2001,0.610837411
2002,0.450084049
2003,0.311755868
2004,0.220466899
2005,0.164785768
2006,0.130072719
2007,0.106705858
2008,0.089566075
2009,0.076116469
2010,0.065097587
2011,0.055848404
2012,0.047985765
2013,0.041259148
2014,0.035485831
2015,0.030521816
2016,0.026248405
2017,0.022565618
2018,0.019388691
2019,0.016646133
2020,0.014278837
2021,0.012240298
2022,0.010498324
2023,0.009039021
2024,0.007874151
2025,0.007053162
2026,0.006680672
2027,0.006938055
2028,0.008102688
2029,0.010550238
2030,0.014718199
2031,0.02101334
2032,0.029672978
2033,0.040631278
2034,0.053459406
2035,0.06741161
2036,0.081545016
2037,0.094850548
2038,0.106355589
2039,0.115199589
2040,0.120702955
2041,0.122439978
2042,0.120303571
2043,0.114533381
2044,0.105683595
2045,0.094531857
2046,0.081958919
2047,0.068838395
2048,0.055960647
2049,0.043988038
2050,0.033423062
2051,0.024578983
2052,0.0175648
2053,0.012306564
2054,0.008611205
2055,0.006254358
2056,0.00506666
2057,0.005007231
2058,0.006232463
2059,0.00918005
2060,0.0146906
2061,0.024182738
2062,0.039875194
2063,0.064990281
2064,0.103748588
2065,0.160781594
2066,0.239518307
2067,0.339594441
2068,0.454681339
2069,0.573157296
2070,0.682353238
2071,0.566791706
2072,0.411157654
2073,0.295420304
2074,0.220533316
2075,0.173189015
2076,0.141597427
2077,0.11873558
2078,0.100964128
2079,0.086462052
2080,0.074290399
2081,0.06392332
2082,0.055029553
2083,0.047373871
2084,0.04077316
2085,0.035076665
2086,0.030156786
2087,0.025904506
2088,0.022227004
2089,0.019046606
2090,0.016300977
2091,0.013944981
2092,0.011955016
2093,0.010337057
2094,0.009139803
2095,0.008473855
2096,0.008535692
2097,0.00963013
2098,0.012176666
2099,0.016677134
2100,0.023624212
2101,0.033353721
2102,0.045884421
2103,0.060815977
2104,0.07733524
2105,0.094322885
2106,0.110508543
2107,0.124625616
2108,0.135547909
2109,0.142411208
2110,0.144718178
2111,0.142406412
2112,0.135849993
2113,0.125779801
2114,0.113141163
2115,0.098936085
2116,0.084099868
2117,0.069437449
2118,0.055610488
2119,0.043143293
2120,0.032417474
2121,0.023651173
2122,0.016888472
2123,0.01202982
2124,0.008909587
2125,0.007400226
2126,0.007520359
2127,0.009542395
2128,0.014113516
2129,0.022408342
2130,0.036316248
2131,0.058620782
2132,0.093034138
2133,0.143805358
2134,0.214527758
2135,0.306035921
2136,0.414226078
2137,0.529713296
2138,0.640640866
2139,0.737167977
2140,0.678675106
2141,0.521446739
2142,0.386208876
2143,0.290601588
2144,0.227985761
2145,0.186094935
2146,0.156053996
2147,0.132889387
2148,0.114047276
2149,0.098220325
2150,0.084698406
2151,0.073051724
2152,0.062984827
2153,0.054271343
2154,0.046725189
2155,0.040187795
2156,0.034522274
2157,0.02961069
2158,0.025353008
2159,0.02166744
2160,0.018492596
2161,0.015792304
2162,0.013564436
2163,0.011855257
2164,0.010780339
2165,0.010550906
2166,0.011499439
2167,0.014090061
2168,0.018890714
2169,0.026484126
2170,0.037313883
2171,0.051500262
2172,0.068694211
2173,0.088034089
2174,0.108224587
2175,0.127706757
2176,0.144869268
2177,0.158262616
2178,0.166792613
2179,0.169869014
2180,0.167476829
2181,0.160142679
2182,0.148797319
2183,0.134575391
2184,0.11861771
2185,0.101933317
2186,0.085345357
2187,0.069506892
2188,0.054946661
2189,0.042099576
2190,0.031297215
2191,0.022733712
2192,0.016454027
2193,0.012403595
2194,0.010538973
2195,0.010970775
2196,0.014115605
2197,0.020854542
2198,0.032702933
2199,0.051971615
2200,0.081832511
2201,0.126090274
2202,0.188360314
2203,0.270453997
2204,0.370359687
2205,0.481163711
2206,0.59242738
2207,0.69380427
2208,0.77850191
2209,0.774750701
2210,0.632403413
2211,0.488791007
2212,0.374774499
2213,0.295481159
2214,0.24146871
2215,0.202810688
2216,0.173161177
2217,0.149090189
2218,0.128829164
2219,0.111440311
2220,0.096379552
2221,0.083287584
2222,0.071895095
2223,0.061981309
2224,0.053356365
2225,0.045854022
2226,0.039328803
2227,0.033655288
2228,0.028728954
2229,0.02446891
2230,0.020823442
2231,0.017779816
2232,0.015379952
2233,0.013743124
2234,0.01309463
2235,0.013794402
2236,0.016351298
2237,0.021400039
2238,0.029615822
2239,0.041556804
2240,0.057459182
2241,0.077047239
2242,0.099432967
2243,0.12315271
2244,0.146339637
2245,0.1669917
2246,0.183278331
2247,0.193826363
2248,0.197926118
2249,0.195607051
2250,0.187560569
2251,0.174934835
2252,0.15907058
2253,0.141261471
2254,0.122600733
2255,0.103934396
2256,0.085902853
2257,0.069026962
2258,0.053783579
2259,0.040624054
2260,0.029928356
2261,0.021944617
2262,0.016789604
2263,0.014547668
2264,0.015443917
2265,0.020043354
2266,0.029444297
2267,0.045446933
2268,0.07064975
2269,0.108349223
2270,0.162021253
2271,0.234159014
2272,0.324549914
2273,0.428793736
2274,0.538435061
2275,0.643376722
2276,0.735314208
2277,0.809941565
2278,0.849488687
2279,0.733038274
2280,0.595347086
2281,0.470107767
2282,0.375255327
2283,0.308218596
2284,0.259845777
2285,0.222784306
2286,0.192691522
2287,0.167266955
2288,0.145307935
2289,0.126146351
2290,0.10936286
2291,0.094653308
2292,0.081769948
2293,0.070497176
2294,0.060642444
2295,0.052033606
2296,0.044519105
2297,0.037969885
2298,0.032283209
2299,0.02738936
2300,0.023262739
2301,0.019939082
2302,0.017540033
2303,0.016304062
2304,0.016617874
2305,0.019034396
2306,0.024254536
2307,0.033046394
2308,0.046086618
2309,0.063738243
2310,0.085818471
2311,0.111436159
2312,0.138973119
2313,0.166244799
2314,0.190821114
2315,0.210437268
2316,0.223391779
2317,0.228824713
2318,0.226799966
2319,0.218177483
2320,0.204331824
2321,0.186819096
2322,0.167093955
2323,0.14634017
2324,0.125429576
2325,0.104987354
2326,0.085519494
2327,0.067542022
2328,0.05164317
2329,0.038436326
2330,0.028440999
2331,0.022006593
2332,0.019376563
2333,0.020887451
2334,0.02722152
2335,0.039635673
2336,0.060114843
2337,0.091378088
2338,0.136594074
2339,0.19860624
2340,0.278580235
2341,0.374438459
2342,0.480092463
2343,0.586540135
2344,0.68467816
2345,0.768136362
2346,0.834447634
2347,0.903121165
2348,0.815701965
2349,0.69620752
2350,0.570618048
2351,0.464763201
2352,0.385527292
2353,0.32713591
2354,0.282170722
2355,0.245550068
2356,0.214430759
2357,0.187325745
2358,0.163443057
2359,0.142317236
2360,0.123628177
2361,0.107119383
2362,0.092564414
2363,0.079755263
2364,0.068500163
2365,0.05862535
2366,0.049978848
2367,0.042436163
2368,0.035908788
2369,0.030357127
2370,0.025809605
2371,0.022389261
2372,0.020346853
2373,0.020094815
2374,0.022228637
2375,0.027513409
2376,0.036808375
2377,0.050909324
2378,0.07031279
2379,0.094944408
2380,0.123931916
2381,0.15552065
2382,0.18720822
2383,0.216111033
2384,0.239486338
2385,0.255259042
2386,0.262385951
2387,0.260947972
2388,0.251966784
2389,0.237041034
2390,0.217941203
2391,0.196282412
2392,0.17333831
2393,0.150004472
2394,0.126886929
2395,0.10447471
2396,0.083333785
2397,0.064227899
2398,0.048074119
2399,0.035742976
2400,0.027868085
2401,0.02485433
2402,0.027110398
2403,0.035372919
2404,0.050977905
2405,0.075990452
2406,0.113106815
2407,0.165189579
2408,0.234293485
2409,0.320257296
2410,0.419450396
2411,0.524708361
2412,0.627084962
2413,0.718668439
2414,0.794734314
2415,0.854155146
2416,0.939329345
2417,0.878002412
2418,0.783152205
2419,0.668365758
2420,0.559147291
2421,0.470841193
2422,0.403392245
2423,0.350775601
2424,0.307635543
2425,0.270677366
2426,0.238140382
2427,0.209120365
2428,0.183129164
2429,0.159860757
2430,0.139080443
2431,0.120578144
2432,0.104152517
2433,0.089608922
2434,0.076763283
2435,0.065448634
2436,0.055523653
2437,0.046883914
2438,0.03947737
2439,0.0333259
2440,0.02855417
2441,0.025424907
2442,0.024375135
2443,0.026040634
2444,0.03124716
2445,0.040940963
2446,0.056034096
2447,0.077158413
2448,0.104358113
2449,0.136798329
2450,0.172607689
2451,0.208974483
2452,0.242549762
2453,0.270082818
2454,0.28908843
2455,0.298308191
2456,0.297816129
2457,0.288777361
2458,0.272998988
2459,0.252451975
2460,0.228899793
2461,0.20369504
2462,0.177746569
2463,0.151633228
2464,0.12583018
2465,0.100984036
2466,0.078106393
2467,0.058521014
2468,0.04353771
2469,0.034100663
2470,0.030735761
2471,0.03384982
2472,0.044157395
2473,0.063001446
2474,0.092448076
2475,0.135073132
2476,0.193326705
2477,0.268413662
2478,0.358929456
2479,0.459993323
2480,0.563807527
2481,0.661812251
2482,0.74729479
2483,0.816901125
2484,0.870500839
2485,0.96272965
2486,0.92182521
2487,0.851922597
2488,0.755764853
2489,0.651971578
2490,0.559880875
2491,0.485860854
2492,0.426826508
2493,0.377886605
2494,0.335514559
2495,0.297725716
2496,0.263523202
2497,0.232422334
2498,0.204166788
2499,0.178583701
2500,0.155518677
2501,0.134812249
2502,0.116296387
2503,0.099800124
2504,0.085159342
2505,0.072229046
2506,0.060898349
2507,0.051109462
2508,0.042882352
2509,0.036346254
2510,0.031777134
2511,0.029636003
2512,0.030596164
2513,0.035539077
2514,0.045491387
2515,0.061474847
2516,0.084253256
2517,0.113993188
2518,0.149910202
2519,0.19003491
2520,0.231261232
2521,0.269776687
2522,0.301809126
2523,0.32443977
2524,0.336168042
2525,0.337033119
2526,0.328314478
2527,0.311997986
2528,0.290226503
2529,0.26488548
2530,0.237382093
2531,0.208616507
2532,0.179126681
2533,0.149384761
2534,0.120177453
2535,0.092881997
2536,0.069367849
2537,0.051467804
2538,0.0404193
2539,0.036781979
2540,0.040866685
2541,0.053297778
2542,0.075377121
2543,0.10912327
2544,0.15692882
2545,0.220763888
2546,0.300958807
2547,0.394959576
2548,0.496884248
2549,0.598615473
2550,0.692169281
2551,0.771983544
2552,0.835856241
2553,0.884419648
2554,0.977403832
2555,0.951090154
2556,0.902485875
2557,0.827847833
2558,0.736808573
2559,0.647291153
2560,0.570524092
2561,0.50731279
2562,0.454072462
2563,0.407379508
2564,0.365114337
2565,0.326207062
2566,0.290192177
2567,0.256890859
2568,0.226231021
2569,0.198158712
2570,0.172601728
2571,0.149460923
2572,0.128615498
2573,0.109935223
2574,0.093296572
2575,0.078602056
2576,0.065803489
2577,0.054930429
2578,0.046124723
2579,0.039680235
2580,0.03608308
2581,0.036041514
2582,0.040486586
2583,0.050516363
2584,0.067252026
2585,0.091580636
2586,0.123788085
2587,0.163146415
2588,0.207603203
2589,0.253776411
2590,0.297403856
2591,0.334195769
2592,0.360792441
2593,0.375433025
2594,0.378093359
2595,0.370129866
2596,0.353664512
2597,0.33096834
2598,0.304006472
2599,0.274200418
2600,0.242406186
2601,0.209101947
2602,0.174781049
2603,0.140468998
2604,0.108078512
2605,0.080189146
2606,0.059211287
2607,0.046600629
2608,0.042827044
2609,0.048013162
2610,0.062648037
2611,0.087969579
2612,0.125919981
2613,0.178660071
2614,0.2476232
2615,0.332246191
2616,0.428909793
2617,0.530938023
2618,0.630134415
2619,0.719215384
2620,0.793711576
2621,0.852402425
2622,0.896513767
2623,0.986420392
2624,0.969915143
2625,0.93756391
2626,0.88316225
2627,0.808947151
2628,0.727809298
2629,0.652762075
2630,0.588347388
2631,0.532950581
2632,0.483638385
2633,0.438276291
2634,0.395733912
2635,0.3555562
2636,0.317643717
2637,0.282044816
2638,0.248840935
2639,0.218091809
2640,0.189815947
2641,0.163991064
2642,0.140565742
2643,0.11947772
2644,0.100676922
2645,0.084152891
2646,0.069967137
2647,0.058290765
2648,0.049446374
2649,0.043950054
2650,0.042543984
2651,0.046202312
2652,0.056083574
2653,0.07339463
2654,0.099131926
2655,0.133690588
2656,0.176397301
2657,0.225125699
2658,0.276236445
2659,0.325040466
2660,0.366750135
2661,0.397574487
2662,0.415486146
2663,0.420372568
2664,0.413625317
2665,0.397449784
2666,0.374187881
2667,0.345826227
2668,0.313743879
2669,0.278703795
2670,0.241103543
2671,0.201503321
2672,0.16131373
2673,0.123199406
2674,0.090612633
2675,0.06653904
2676,0.05252062
2677,0.048801673
2678,0.055246417
2679,0.072190434
2680,0.100801854
2681,0.142923915
2682,0.200436371
2683,0.274176032
2684,0.362665531
2685,0.461300255
2686,0.562798051
2687,0.659086517
2688,0.743674301
2689,0.813126352
2690,0.867063587
2691,0.907174186
2692,0.991885436
2693,0.98171046
2694,0.960850871
2695,0.923117502
2696,0.866327387
2697,0.79746659
2698,0.728284857
2699,0.665849906
2700,0.61075142
2701,0.560891621
2702,0.514258266
2703,0.46966731
2704,0.426636951
2705,0.3851103
2706,0.345237708
2707,0.307240385
2708,0.271334909
2709,0.23769763
2710,0.206454309
2711,0.17768582
2712,0.151444364
2713,0.127777125
2714,0.106755819
2715,0.088511511
2716,0.073274262
2717,0.061416376
2718,0.053495727
2719,0.050291193
2720,0.052814652
2721,0.062273087
2722,0.079942356
2723,0.106909598
2724,0.14366227
2725,0.189571585
2726,0.242438888
2727,0.298383467
2728,0.352317386
2729,0.398987723
2730,0.434197796
2731,0.455660622
2732,0.463157216
2733,0.45807272
2734,0.442637828
2735,0.419198054
2736,0.389690014
2737,0.355379075
2738,0.316876022
2739,0.274481246
2740,0.22889694
2741,0.182112807
2742,0.13778602
2743,0.10036446
2744,0.073333024
2745,0.058151375
2746,0.054718834
2747,0.062604462
2748,0.081994669
2749,0.113988903
2750,0.160305173
2751,0.222484592
2752,0.300701769
2753,0.392546826
2754,0.492516727
2755,0.592907713
2756,0.685953241
2757,0.766022727
2758,0.830653496
2759,0.880185467
2760,0.916661005
2761,0.995167631
2762,0.98896781
2763,0.975818562
2764,0.950617036
2765,0.909376796
2766,0.854282028
2767,0.793966347
2768,0.736318043
2769,0.683858246
2770,0.635539008
2771,0.589608654
2772,0.544842718
2773,0.500680362
2774,0.457036088
2775,0.414098847
2776,0.372187518
2777,0.33165977
2778,0.292859839
2779,0.256093389
2780,0.221621528
2781,0.189668811
2782,0.16044174
2783,0.134155368
2784,0.111066309
2785,0.091510904
2786,0.075947162
2787,0.064997884
2788,0.059488767
2789,0.060467676
2790,0.069178592
2791,0.086947799
2792,0.114930332
2793,0.153682754
2794,0.202602517
2795,0.25941202
2796,0.319999978
2797,0.37890901
2798,0.430462043
2799,0.470095074
2800,0.495281087
2801,0.505685801
2802,0.502650976
2803,0.488374416
2804,0.46513347
2805,0.434735215
2806,0.39825118
2807,0.356077459
2808,0.30841307
2809,0.256210998
2810,0.202268319
2811,0.151461629
2812,0.10928267
2813,0.079571554
2814,0.06353388
2815,0.060643325
2816,0.070171411
2817,0.092173682
2818,0.127680601
2819,0.17824938
2820,0.245014533
2821,0.327419679
2822,0.422114275
2823,0.522800385
2824,0.621540923
2825,0.711039159
2826,0.786570888
2827,0.846576629
2828,0.892003001
2829,0.925154096
2830,0.997126722
2831,0.993377303
2832,0.985217513
2833,0.968851067
2834,0.940129746
2835,0.898234239
2836,0.848262022
2837,0.797396353
2838,0.749436401
2839,0.704419523
2840,0.660976123
2841,0.617875214
2842,0.574435697
2843,0.530462319
2844,0.486088962
2845,0.441645451
2846,0.397563999
2847,0.354317994
2848,0.312384678
2849,0.272225894
2850,0.234283157
2851,0.198984294
2852,0.166759378
2853,0.138063992
2854,0.113408468
2855,0.093392373
2856,0.078743289
2857,0.070356021
2858,0.069320116
2859,0.076908319
2860,0.094478574
2861,0.123228028
2862,0.163753576
2863,0.215452906
2864,0.275954241
2865,0.340919798
2866,0.404550272
2867,0.460789768
2868,0.504754103
2869,0.533706215
2870,0.547197418
2871,0.546496909
2872,0.533716482
2873,0.510995563
2874,0.479931715
2875,0.441322458
2876,0.395293301
2877,0.341958203
2878,0.282659743
2879,0.221236675
2880,0.16395446
2881,0.117305106
2882,0.085298962
2883,0.06874643
2884,0.066663445
2885,0.078049223
2886,0.102852072
2887,0.142026138
2888,0.196920454
2889,0.268185597
2890,0.35446764
2891,0.451485366
2892,0.552271529
2893,0.648847706
2894,0.734530586
2895,0.805523338
2896,0.861091515
2897,0.90268323
2898,0.932784176
2899,0.998291229
2900,0.996033317
2901,0.991022072
2902,0.980605714
2903,0.961241703
2904,0.930707611
2905,0.891134454
2906,0.848068877
2907,0.805794794
2908,0.765296659
2909,0.72567253
2910,0.68574365
2911,0.644701375
2912,0.602181721
2913,0.558171701
2914,0.512905108
2915,0.466782955
2916,0.420317791
2917,0.374095515
2918,0.328749843
2919,0.28494649
2920,0.243375078
2921,0.204747218
2922,0.169799668
2923,0.139302758
2924,0.114075958
2925,0.095013414
2926,0.083119359
2927,0.079543261
2928,0.085585474
2929,0.102619216
2930,0.131856564
2931,0.173901476
2932,0.228118865
2933,0.292019209
2934,0.361034767
2935,0.429047603
2936,0.489668693
2937,0.537745266
2938,0.570367341
2939,0.586981344
2940,0.58876399
2941,0.577697041
2942,0.555720658
2943,0.524151282
2944,0.483443307
2945,0.433413905
2946,0.374134271
2947,0.307492157
2948,0.238570494
2949,0.175099875
2950,0.124443884
2951,0.090594797
2952,0.073879987
2953,0.072871863
2954,0.086340303
2955,0.114148372
2956,0.157156219
2957,0.216444979
2958,0.292097432
2959,0.381904215
2960,0.480688198
2961,0.580961762
2962,0.674896262
2963,0.756540559
2964,0.823020748
2965,0.874340833
2966,0.91235175
2967,0.939651529
2968,0.998981533
2969,0.997623606
2970,0.994564514
2971,0.988025815
2972,0.975284242
2973,0.953783155
2974,0.923644081
2975,0.888497938
2976,0.852409842
2977,0.817047872
2978,0.782011452
2979,0.746247194
2980,0.708851438
2981,0.669275943
2982,0.627303183
2983,0.582979796
2984,0.536562606
2985,0.488482953
2986,0.439323814
2987,0.389803616
2988,0.340761999
2989,0.293143892
2990,0.247979375
2991,0.206358814
2992,0.169406375
2993,0.138259644
2994,0.114066008
2995,0.098003206
2996,0.091317568
2997,0.095348044
2998,0.111472684
2999,0.140892126
3000,0.184180958
3001,0.240632172
3002,0.307607155
3003,0.380297183
3004,0.452283515
3005,0.516887359
3006,0.568739726
3007,0.604798434
3008,0.624420914
3009,0.62868055
3010,0.619396461
3011,0.598261841
3012,0.566257234
3013,0.523446948
3014,0.469330617
3015,0.404005533
3016,0.330055942
3017,0.253942369
3018,0.184826941
3019,0.130757354
3020,0.095550245
3021,0.079023023
3022,0.079355303
3023,0.095138808
3024,0.12616689
3025,0.173175999
3026,0.236908107
3027,0.316791863
3028,0.40971993
3029,0.509683343
3030,0.608843903
3031,0.699705961
3032,0.777140294
3033,0.839166978
3034,0.886435685
3035,0.921108649
3036,0.94583713
3037,0.999390049
3038,0.998571956
3039,0.996708299
3040,0.992637375
3041,0.984396143
3042,0.969656614
3043,0.947441775
3044,0.919663885
3045,0.889694262
3046,0.859565755
3047,0.829354677
3048,0.798201816
3049,0.765168855
3050,0.729551674
3051,0.690919714
3052,0.649085536
3053,0.604078039
3054,0.556133476
3055,0.505700393
3056,0.453450511
3057,0.400286515
3058,0.347337377
3059,0.295932834
3060,0.247552879
3061,0.203756694
3062,0.166106851
3063,0.136113228
3064,0.115218567
3065,0.104827848
3066,0.106347778
3067,0.121161288
3068,0.150434929
3069,0.194675959
3070,0.253061186
3071,0.322764576
3072,0.398718391
3073,0.47421532
3074,0.542326476
3075,0.597517236
3076,0.63665443
3077,0.65902605
3078,0.665598909
3079,0.658008822
3080,0.637671258
3081,0.605199357
3082,0.560251301
3083,0.502035104
3084,0.430764472
3085,0.349843631
3086,0.267149027
3087,0.193136507
3088,0.136326109
3089,0.100253162
3090,0.084253939
3091,0.086190133
3092,0.104527135
3093,0.138994697
3094,0.190163239
3095,0.25835448
3096,0.342259089
3097,0.437850874
3098,0.538384483
3099,0.635856259
3100,0.723271085
3101,0.796379839
3102,0.854045802
3103,0.897468449
3104,0.92903792
3105,0.951409221
3106,0.999631613
3107,0.999136052
3108,0.997998097
3109,0.995470863
3110,0.990196168
3111,0.980287366
3112,0.964338737
3113,0.94297455
3114,0.918659223
3115,0.893484973
3116,0.867928849
3117,0.841373684
3118,0.812914794
3119,0.78174855
3120,0.74726569
3121,0.709049278
3122,0.666868055
3123,0.620690037
3124,0.570717171
3125,0.517433524
3126,0.461654395
3127,0.404558957
3128,0.34768638
3129,0.292879237
3130,0.242172212
3131,0.197647233
3132,0.161297842
3133,0.134949504
3134,0.120256948
3135,0.118748158
3136,0.131826854
3137,0.16061016
3138,0.205500533
3139,0.265510353
3140,0.337581819
3141,0.416364202
3142,0.494869055
3143,0.565953308
3144,0.623964207
3145,0.665717053
3146,0.690451068
3147,0.699028726
3148,0.692892945
3149,0.67316869
3150,0.640096822
3151,0.592948681
3152,0.530702652
3153,0.453791001
